UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
243665, 0,"R",103,"R",19,"R",25,"R",51,"R",8,"R",0,"R",0
243665,10,"R",103,"R",19,"R",25,"R",51,"R",8,"R",0,"R",0
243665,20,"R",28,"R",12,"R",11,"R",5,"R",0,"R",0,"R",0
243665,30,"R",35,"R",3,"R",11,"R",21,"R",0,"R",0,"R",0
243665,40,"R",40,"R",4,"R",3,"R",25,"R",8,"R",0,"R",0
243665,41,"R",15,"R",1,"R",1,"R",10,"R",3,"R",0,"R",0
243665,42,"R",24,"R",3,"R",2,"R",14,"R",5,"R",0,"R",0
243665,43,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
243665,44,"R",15,"R",1,"R",1,"R",10,"R",3,"R",0,"R",0
243744, 0,"R",4218,"R",1314,"R",438,"R",431,"R",0,"R",0,"R",2035
243744,10,"R",2183,"R",1314,"R",438,"R",431,"R",0,"R",0,"R",0
243744,20,"R",1231,"R",959,"R",272,"R",0,"R",0,"R",0,"R",0
243744,30,"R",318,"R",4,"R",16,"R",298,"R",0,"R",0,"R",0
243744,40,"R",634,"R",351,"R",150,"R",133,"R",0,"R",0,"R",0
243744,41,"R",634,"R",351,"R",150,"R",133,"R",0,"R",0,"R",0
243744,44,"R",634,"R",351,"R",150,"R",133,"R",0,"R",0,"R",0
243744,50,"R",2035,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2035
243780, 0,"R",2107,"R",800,"R",499,"R",517,"R",3,"R",0,"R",288
243780,10,"R",1819,"R",800,"R",499,"R",517,"R",3,"R",0,"R",0
243780,20,"R",1266,"R",792,"R",473,"R",1,"R",0,"R",0,"R",0
243780,30,"R",486,"R",1,"R",25,"R",460,"R",0,"R",0,"R",0
243780,40,"R",67,"R",7,"R",1,"R",56,"R",3,"R",0,"R",0
243780,41,"R",27,"R",4,"R",1,"R",21,"R",1,"R",0,"R",0
243780,42,"R",32,"R",2,"R",0,"R",28,"R",2,"R",0,"R",0
243780,43,"R",8,"R",1,"R",0,"R",7,"R",0,"R",0,"R",0
243780,44,"R",26,"R",4,"R",1,"R",20,"R",1,"R",0,"R",0
243780,45,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
243780,50,"R",288,"R",0,"R",0,"R",0,"R",0,"R",0,"R",288
243823, 0,"R",106,"R",11,"R",18,"R",61,"R",16,"R",0,"R",0
243823,10,"R",106,"R",11,"R",18,"R",61,"R",16,"R",0,"R",0
243823,40,"R",106,"R",11,"R",18,"R",61,"R",16,"R",0,"R",0
243823,41,"R",16,"R",0,"R",0,"R",0,"R",16,"R",0,"R",0
243823,42,"R",90,"R",11,"R",18,"R",61,"R",0,"R",0,"R",0
243823,45,"R",16,"R",0,"R",0,"R",0,"R",16,"R",0,"R",0
243832, 0,"R",47,"R",0,"R",0,"R",0,"R",47,"R",0,"R",0
243832,10,"R",47,"R",0,"R",0,"R",0,"R",47,"R",0,"R",0
243832,40,"R",47,"R",0,"R",0,"R",0,"R",47,"R",0,"R",0
243832,42,"R",47,"R",0,"R",0,"R",0,"R",47,"R",0,"R",0
243841, 0,"R",17,"R",0,"R",0,"R",0,"R",17,"R",0,"R",0
243841,10,"R",17,"R",0,"R",0,"R",0,"R",17,"R",0,"R",0
243841,40,"R",17,"R",0,"R",0,"R",0,"R",17,"R",0,"R",0
243841,43,"R",17,"R",0,"R",0,"R",0,"R",17,"R",0,"R",0
244233, 0,"R",18,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18
244233,50,"R",18,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18
244437, 0,"R",354,"R",53,"R",130,"R",71,"R",24,"R",48,"R",28
244437,10,"R",350,"R",53,"R",130,"R",71,"R",24,"R",48,"R",24
244437,20,"R",194,"R",53,"R",127,"R",14,"R",0,"R",0,"R",0
244437,30,"R",80,"R",0,"R",3,"R",56,"R",21,"R",0,"R",0
244437,40,"R",76,"R",0,"R",0,"R",1,"R",3,"R",48,"R",24
244437,42,"R",76,"R",0,"R",0,"R",1,"R",3,"R",48,"R",24
244437,50,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
244446, 0,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78
244446,10,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78
244446,40,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78
244446,41,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78
244446,45,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78
245625, 0,"R",22,"R",8,"R",6,"R",0,"R",0,"R",0,"R",8
245625,10,"R",14,"R",8,"R",6,"R",0,"R",0,"R",0,"R",0
245625,20,"R",14,"R",8,"R",6,"R",0,"R",0,"R",0,"R",0
245625,50,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
245652, 0,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41
245652,10,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41
245652,20,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
245652,30,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
245838, 0,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35
245838,50,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35
245847, 0,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
245847,50,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
245865, 0,"R",63,"R",0,"R",0,"R",0,"R",0,"R",0,"R",63
245865,50,"R",63,"R",0,"R",0,"R",0,"R",0,"R",0,"R",63
245883, 0,"R",59,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59
245883,50,"R",59,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59
245892, 0,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
245892,50,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
245953, 0,"R",35,"R",11,"R",17,"R",7,"R",0,"R",0,"R",0
245953,10,"R",35,"R",11,"R",17,"R",7,"R",0,"R",0,"R",0
245953,40,"R",35,"R",11,"R",17,"R",7,"R",0,"R",0,"R",0
245953,42,"R",35,"R",11,"R",17,"R",7,"R",0,"R",0,"R",0
245962, 0,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
245962,10,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
245962,40,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
245962,41,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
245962,45,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
246354, 0,"R",135,"R",21,"R",11,"R",21,"R",56,"R",0,"R",26
246354,10,"R",109,"R",21,"R",11,"R",21,"R",56,"R",0,"R",0
246354,20,"R",40,"R",21,"R",6,"R",10,"R",3,"R",0,"R",0
246354,40,"R",69,"R",0,"R",5,"R",11,"R",53,"R",0,"R",0
246354,41,"R",62,"R",0,"R",5,"R",10,"R",47,"R",0,"R",0
246354,42,"R",7,"R",0,"R",0,"R",1,"R",6,"R",0,"R",0
246354,44,"R",62,"R",0,"R",5,"R",10,"R",47,"R",0,"R",0
246354,50,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26
246813, 0,"R",112,"R",0,"R",0,"R",0,"R",0,"R",0,"R",112
246813,10,"R",112,"R",0,"R",0,"R",0,"R",0,"R",0,"R",112
246813,40,"R",112,"R",0,"R",0,"R",0,"R",0,"R",0,"R",112
246813,41,"R",112,"R",0,"R",0,"R",0,"R",0,"R",0,"R",112
246813,45,"R",112,"R",0,"R",0,"R",0,"R",0,"R",0,"R",112
246974, 0,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
246974,10,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
246974,40,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
246974,41,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
246974,45,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
247065, 0,"R",7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0
247065,10,"R",7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0
247065,40,"R",7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0
247065,41,"R",7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0
247065,45,"R",7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0
247603, 0,"R",16,"R",3,"R",5,"R",4,"R",4,"R",0,"R",0
247603,10,"R",16,"R",3,"R",5,"R",4,"R",4,"R",0,"R",0
247603,20,"R",13,"R",3,"R",5,"R",3,"R",2,"R",0,"R",0
247603,30,"R",3,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0
247649, 0,"R",53,"R",8,"R",19,"R",26,"R",0,"R",0,"R",0
247649,10,"R",53,"R",8,"R",19,"R",26,"R",0,"R",0,"R",0
247649,40,"R",53,"R",8,"R",19,"R",26,"R",0,"R",0,"R",0
247649,41,"R",53,"R",8,"R",19,"R",26,"R",0,"R",0,"R",0
247649,45,"R",53,"R",8,"R",19,"R",26,"R",0,"R",0,"R",0
247834, 0,"R",547,"R",0,"R",0,"R",0,"R",0,"R",0,"R",547
247834,10,"R",547,"R",0,"R",0,"R",0,"R",0,"R",0,"R",547
247834,40,"R",547,"R",0,"R",0,"R",0,"R",0,"R",0,"R",547
247834,41,"R",393,"R",0,"R",0,"R",0,"R",0,"R",0,"R",393
247834,42,"R",129,"R",0,"R",0,"R",0,"R",0,"R",0,"R",129
247834,43,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25
247834,44,"R",393,"R",0,"R",0,"R",0,"R",0,"R",0,"R",393
247940, 0,"R",82,"R",29,"R",13,"R",12,"R",28,"R",0,"R",0
247940,10,"R",82,"R",29,"R",13,"R",12,"R",28,"R",0,"R",0
247940,20,"R",12,"R",10,"R",2,"R",0,"R",0,"R",0,"R",0
247940,30,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
247940,40,"R",69,"R",19,"R",11,"R",11,"R",28,"R",0,"R",0
247940,42,"R",18,"R",3,"R",3,"R",5,"R",7,"R",0,"R",0
247940,43,"R",51,"R",16,"R",8,"R",6,"R",21,"R",0,"R",0
248934, 0,"R",397,"R",11,"R",180,"R",0,"R",196,"R",0,"R",10
248934,10,"R",387,"R",11,"R",180,"R",0,"R",196,"R",0,"R",0
248934,40,"R",387,"R",11,"R",180,"R",0,"R",196,"R",0,"R",0
248934,41,"R",387,"R",11,"R",180,"R",0,"R",196,"R",0,"R",0
248934,45,"R",387,"R",11,"R",180,"R",0,"R",196,"R",0,"R",0
248934,50,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
250027, 0,"R",40,"R",0,"R",0,"R",0,"R",40,"R",0,"R",0
250027,10,"R",40,"R",0,"R",0,"R",0,"R",40,"R",0,"R",0
250027,40,"R",40,"R",0,"R",0,"R",0,"R",40,"R",0,"R",0
250027,41,"R",40,"R",0,"R",0,"R",0,"R",40,"R",0,"R",0
250027,45,"R",40,"R",0,"R",0,"R",0,"R",40,"R",0,"R",0
250744, 0,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
250744,10,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
250744,40,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
250744,43,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
251260, 0,"R",100,"R",0,"R",0,"R",0,"R",100,"R",0,"R",0
251260,10,"R",100,"R",0,"R",0,"R",0,"R",100,"R",0,"R",0
251260,20,"R",76,"R",0,"R",0,"R",0,"R",76,"R",0,"R",0
251260,30,"R",24,"R",0,"R",0,"R",0,"R",24,"R",0,"R",0
251312, 0,"R",12,"R",1,"R",0,"R",6,"R",5,"R",0,"R",0
251312,10,"R",12,"R",1,"R",0,"R",6,"R",5,"R",0,"R",0
251312,40,"R",12,"R",1,"R",0,"R",6,"R",5,"R",0,"R",0
251312,41,"R",12,"R",1,"R",0,"R",6,"R",5,"R",0,"R",0
251312,45,"R",12,"R",1,"R",0,"R",6,"R",5,"R",0,"R",0
260372, 0,"R",16,"R",0,"R",0,"R",0,"R",16,"R",0,"R",0
260372,10,"R",16,"R",0,"R",0,"R",0,"R",16,"R",0,"R",0
260372,40,"R",16,"R",0,"R",0,"R",0,"R",16,"R",0,"R",0
260372,42,"R",16,"R",0,"R",0,"R",0,"R",16,"R",0,"R",0
260691, 0,"R",27,"R",0,"R",0,"R",0,"R",27,"R",0,"R",0
260691,10,"R",27,"R",0,"R",0,"R",0,"R",27,"R",0,"R",0
260691,40,"R",27,"R",0,"R",0,"R",0,"R",27,"R",0,"R",0
260691,41,"R",27,"R",0,"R",0,"R",0,"R",27,"R",0,"R",0
260691,45,"R",27,"R",0,"R",0,"R",0,"R",27,"R",0,"R",0
260789, 0,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
260789,10,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
260789,40,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
260789,41,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
260789,45,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
260813, 0,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
260813,10,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
260813,40,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
260813,42,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
260992, 0,"R",9,"R",0,"R",4,"R",2,"R",3,"R",0,"R",0
260992,10,"R",9,"R",0,"R",4,"R",2,"R",3,"R",0,"R",0
260992,40,"R",9,"R",0,"R",4,"R",2,"R",3,"R",0,"R",0
260992,41,"R",9,"R",0,"R",4,"R",2,"R",3,"R",0,"R",0
260992,45,"R",9,"R",0,"R",4,"R",2,"R",3,"R",0,"R",0
262031, 0,"R",89,"R",31,"R",18,"R",28,"R",12,"R",0,"R",0
262031,10,"R",89,"R",31,"R",18,"R",28,"R",12,"R",0,"R",0
262031,20,"R",70,"R",31,"R",15,"R",21,"R",3,"R",0,"R",0
262031,30,"R",11,"R",0,"R",0,"R",5,"R",6,"R",0,"R",0
262031,40,"R",8,"R",0,"R",3,"R",2,"R",3,"R",0,"R",0
262031,42,"R",6,"R",0,"R",1,"R",2,"R",3,"R",0,"R",0
262031,43,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0
262086, 0,"R",82,"R",20,"R",38,"R",24,"R",0,"R",0,"R",0
262086,10,"R",82,"R",20,"R",38,"R",24,"R",0,"R",0,"R",0
262086,40,"R",82,"R",20,"R",38,"R",24,"R",0,"R",0,"R",0
262086,41,"R",58,"R",17,"R",32,"R",9,"R",0,"R",0,"R",0
262086,42,"R",24,"R",3,"R",6,"R",15,"R",0,"R",0,"R",0
262086,44,"R",58,"R",17,"R",32,"R",9,"R",0,"R",0,"R",0
262129, 0,"R",100,"R",33,"R",31,"R",27,"R",3,"R",0,"R",6
262129,10,"R",100,"R",33,"R",31,"R",27,"R",3,"R",0,"R",6
262129,20,"R",54,"R",30,"R",24,"R",0,"R",0,"R",0,"R",0
262129,30,"R",17,"R",1,"R",6,"R",10,"R",0,"R",0,"R",0
262129,40,"R",29,"R",2,"R",1,"R",17,"R",3,"R",0,"R",6
262129,42,"R",29,"R",2,"R",1,"R",17,"R",3,"R",0,"R",6
262457, 0,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
262457,10,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
262457,40,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
262457,41,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
262457,45,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
363633, 0,"R",22,"R",0,"R",0,"R",0,"R",22,"R",0,"R",0
363633,10,"R",22,"R",0,"R",0,"R",0,"R",22,"R",0,"R",0
363633,40,"R",22,"R",0,"R",0,"R",0,"R",22,"R",0,"R",0
363633,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
363633,43,"R",21,"R",0,"R",0,"R",0,"R",21,"R",0,"R",0
363907, 0,"R",16,"R",0,"R",0,"R",6,"R",10,"R",0,"R",0
363907,10,"R",16,"R",0,"R",0,"R",6,"R",10,"R",0,"R",0
363907,40,"R",16,"R",0,"R",0,"R",6,"R",10,"R",0,"R",0
363907,42,"R",16,"R",0,"R",0,"R",6,"R",10,"R",0,"R",0
363934, 0,"R",39,"R",33,"R",0,"R",0,"R",0,"R",0,"R",6
363934,10,"R",33,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0
363934,40,"R",33,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0
363934,42,"R",33,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0
363934,50,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
364016, 0,"R",101,"R",0,"R",0,"R",0,"R",0,"R",0,"R",101
364016,10,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",100
364016,20,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"R",72
364016,30,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25
364016,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
364016,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
364016,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
364025, 0,"R",131,"R",0,"R",0,"R",0,"R",0,"R",0,"R",131
364025,10,"R",131,"R",0,"R",0,"R",0,"R",0,"R",0,"R",131
364025,20,"R",81,"R",0,"R",0,"R",0,"R",0,"R",0,"R",81
364025,30,"R",42,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42
364025,40,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
364025,42,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
366003, 0,"R",8,"R",2,"R",1,"R",4,"R",0,"R",0,"R",1
366003,10,"R",7,"R",2,"R",1,"R",4,"R",0,"R",0,"R",0
366003,40,"R",7,"R",2,"R",1,"R",4,"R",0,"R",0,"R",0
366003,41,"R",7,"R",2,"R",1,"R",4,"R",0,"R",0,"R",0
366003,45,"R",7,"R",2,"R",1,"R",4,"R",0,"R",0,"R",0
366003,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
366252, 0,"R",265,"R",10,"R",43,"R",80,"R",122,"R",10,"R",0
366252,10,"R",265,"R",10,"R",43,"R",80,"R",122,"R",10,"R",0
366252,40,"R",265,"R",10,"R",43,"R",80,"R",122,"R",10,"R",0
366252,42,"R",262,"R",10,"R",42,"R",80,"R",121,"R",9,"R",0
366252,43,"R",3,"R",0,"R",1,"R",0,"R",1,"R",1,"R",0
366270, 0,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
366270,10,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
366270,40,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
366270,41,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
366270,45,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
366340, 0,"R",13,"R",0,"R",0,"R",0,"R",13,"R",0,"R",0
366340,10,"R",13,"R",0,"R",0,"R",0,"R",13,"R",0,"R",0
366340,40,"R",13,"R",0,"R",0,"R",0,"R",13,"R",0,"R",0
366340,42,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
366340,43,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
366368, 0,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
366368,10,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
366368,40,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
366368,42,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
366395, 0,"R",257,"R",127,"R",64,"R",53,"R",13,"R",0,"R",0
366395,10,"R",257,"R",127,"R",64,"R",53,"R",13,"R",0,"R",0
366395,20,"R",228,"R",127,"R",60,"R",39,"R",2,"R",0,"R",0
366395,30,"R",29,"R",0,"R",4,"R",14,"R",11,"R",0,"R",0
366401, 0,"R",133,"R",0,"R",0,"R",0,"R",133,"R",0,"R",0
366401,10,"R",133,"R",0,"R",0,"R",0,"R",133,"R",0,"R",0
366401,20,"R",104,"R",0,"R",0,"R",0,"R",104,"R",0,"R",0
366401,30,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
366401,40,"R",14,"R",0,"R",0,"R",0,"R",14,"R",0,"R",0
366401,43,"R",14,"R",0,"R",0,"R",0,"R",14,"R",0,"R",0
366465, 0,"R",66,"R",0,"R",0,"R",0,"R",0,"R",0,"R",66
366465,50,"R",66,"R",0,"R",0,"R",0,"R",0,"R",0,"R",66
366535, 0,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
366535,50,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
366553, 0,"R",17,"R",0,"R",0,"R",0,"R",17,"R",0,"R",0
366553,10,"R",17,"R",0,"R",0,"R",0,"R",17,"R",0,"R",0
366553,40,"R",17,"R",0,"R",0,"R",0,"R",17,"R",0,"R",0
366553,41,"R",17,"R",0,"R",0,"R",0,"R",17,"R",0,"R",0
366553,45,"R",17,"R",0,"R",0,"R",0,"R",17,"R",0,"R",0
366711, 0,"R",416,"R",109,"R",96,"R",89,"R",0,"R",122,"R",0
366711,10,"R",416,"R",109,"R",96,"R",89,"R",0,"R",122,"R",0
366711,20,"R",204,"R",109,"R",94,"R",1,"R",0,"R",0,"R",0
366711,30,"R",90,"R",0,"R",2,"R",88,"R",0,"R",0,"R",0
366711,40,"R",122,"R",0,"R",0,"R",0,"R",0,"R",122,"R",0
366711,41,"R",82,"R",0,"R",0,"R",0,"R",0,"R",82,"R",0
366711,42,"R",37,"R",0,"R",0,"R",0,"R",0,"R",37,"R",0
366711,43,"R",3,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0
366711,44,"R",82,"R",0,"R",0,"R",0,"R",0,"R",82,"R",0
367112, 0,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
367112,10,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
367112,40,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
367112,41,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
367112,45,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
367459, 0,"R",156,"R",30,"R",10,"R",7,"R",18,"R",0,"R",91
367459,10,"R",156,"R",30,"R",10,"R",7,"R",18,"R",0,"R",91
367459,40,"R",156,"R",30,"R",10,"R",7,"R",18,"R",0,"R",91
367459,42,"R",156,"R",30,"R",10,"R",7,"R",18,"R",0,"R",91
367884, 0,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
367884,10,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
367884,40,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
367884,42,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
367954, 0,"R",234,"R",3,"R",28,"R",124,"R",58,"R",9,"R",12
367954,10,"R",234,"R",3,"R",28,"R",124,"R",58,"R",9,"R",12
367954,40,"R",234,"R",3,"R",28,"R",124,"R",58,"R",9,"R",12
367954,41,"R",234,"R",3,"R",28,"R",124,"R",58,"R",9,"R",12
367954,45,"R",234,"R",3,"R",28,"R",124,"R",58,"R",9,"R",12
368452, 0,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
368452,10,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
368452,40,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
368452,43,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
368629, 0,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
368629,10,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
368629,40,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
368629,41,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
368629,45,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
368911, 0,"R",63,"R",0,"R",0,"R",0,"R",63,"R",0,"R",0
368911,10,"R",63,"R",0,"R",0,"R",0,"R",63,"R",0,"R",0
368911,40,"R",63,"R",0,"R",0,"R",0,"R",63,"R",0,"R",0
368911,41,"R",63,"R",0,"R",0,"R",0,"R",63,"R",0,"R",0
368911,45,"R",63,"R",0,"R",0,"R",0,"R",63,"R",0,"R",0
369002, 0,"R",12,"R",5,"R",2,"R",5,"R",0,"R",0,"R",0
369002,10,"R",12,"R",5,"R",2,"R",5,"R",0,"R",0,"R",0
369002,20,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
369002,30,"R",7,"R",0,"R",2,"R",5,"R",0,"R",0,"R",0
369400, 0,"R",47,"R",0,"R",0,"R",0,"R",0,"R",0,"R",47
369400,50,"R",47,"R",0,"R",0,"R",0,"R",0,"R",0,"R",47
369659, 0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
369659,10,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
369659,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
369659,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
369668, 0,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
369668,10,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
369668,40,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
369668,41,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
369668,44,"R",20,"R",0,"R",0,"R",0,"R",20,"R",0,"R",0
372329, 0,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
372329,10,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
372329,40,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
372329,41,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
372329,45,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
372921, 0,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
372921,10,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
372921,40,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
372921,41,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
372921,45,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
374024, 0,"R",12,"R",3,"R",2,"R",5,"R",2,"R",0,"R",0
374024,10,"R",12,"R",3,"R",2,"R",5,"R",2,"R",0,"R",0
374024,40,"R",12,"R",3,"R",2,"R",5,"R",2,"R",0,"R",0
374024,41,"R",12,"R",3,"R",2,"R",5,"R",2,"R",0,"R",0
374024,45,"R",12,"R",3,"R",2,"R",5,"R",2,"R",0,"R",0
375416, 0,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
375416,50,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
376224, 0,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0
